# File generated by...
# program:      TSTool 10.00.01beta (2011-04-20)
# user:         sam
# date:         Mon May 09 11:47:31 MDT 2011
# host:         AMAZON
# directory:    C:\Develop\TSTool_SourceBuild\TSTool\doc\Training\02-intro-CDSS-Data\example3-HydroBase
# command line: TSTool -home test/operational/CDSS
# -----------------------------------------------------------------------
# Command file name: "C:\Develop\TSTool_SourceBuild\TSTool\doc\Training\02-intro-CDSS-Data\example3-HydroBase\SPlatteStreamflow.TSTool"
# Commands: 
# # Simple example to query HydroBase time series.
# # 06759500 - SOUTH PLATTE RIVER AT FORT MORGAN, CO.
# 06759500.USGS.Streamflow.Month~HydroBase
# # 06754000 - SOUTH PLATTE RIVER NEAR KERSEY, CO
# 06754000.DWR.Streamflow.Month~HydroBase
# # Write time series in two simple formats
# # Write a DateValue format file (columns with metadata in a header)
# WriteDateValue(OutputFile="SPlatteStreamflow.dv",Precision=1)
# # Convert time series to a table and then write the table (columns)
# TimeSeriesToTable(TableID="PlatteStreamflow",DateTimeColumn="Date",DataColumn="%L-%T",DataRow=1,IfTableNotFound="Create")
# WriteTableToDelimitedFile(TableID="PlatteStreamflow",OutputFile="SPlatteStreamflow.csv")
# 
# -----------------------------------------------------------------------------
# HydroBase database is: HydroBase on lonetree\CDSS
# HydroBase.db_version:  design version: 20080701  last data change: 20100801
# HydroBase table structure for software is at least 2007052520070525
# HydroBase input name is "".
# Stored procedures are being used.
# -----------------------------------------------------------------------------
# 
# Column headings are first line below, followed by data lines.
"Date","06759500-Streamflow","06754000-Streamflow"
1957-06,171556.88,234588.55
1957-07,67968.59,108086.87
1957-08,33098.66,47671.44
1957-09,21550.73,27810.65
1957-10,20553.03,43627.08
1957-11,19541.44,58037.21
1957-12,47358.05,51023.55
1958-01,40217.45,42365.58
1958-02,28635.79,34756.87
1958-03,31517.81,33310.90
1958-04,57682.16,61540.07
1958-05,312486.53,419609.44
1958-06,89455.85,126904.33
1958-07,15931.47,20408.23
1958-08,13727.80,20041.28
1958-09,15090.47,11317.85
1958-10,,28197.44
1958-11,,28362.07
1958-12,,29316.13
1959-01,,30724.42
1959-02,,30873.18
1959-03,,36952.61
1959-04,,55696.68
1959-05,,64301.10
1959-06,,44628.75
1959-07,,13178.37
1959-08,,18829.37
1959-09,,21431.72
1959-10,,41617.80
1959-11,,37714.27
1959-12,,36567.80
1960-01,,32547.25
1960-02,,35825.98
1960-03,,67673.05
1960-04,,48520.38
1960-05,,95475.77
1960-06,,54570.05
1960-07,,16288.50
1960-08,,11855.38
1960-09,,10770.41
1960-10,,30559.79
1960-11,,27943.55
1960-12,,32592.87
1961-01,,32682.13
1961-02,,28356.12
1961-03,,38341.05
1961-04,,37319.55
1961-05,,123903.30
1961-06,,289991.66
1961-07,,18254.15
1961-08,,25216.24
1961-09,,82688.15
1961-10,,125297.70
1961-11,,127479.55
1961-12,,84576.44
1962-01,,62658.77
1962-02,,82374.76
1962-03,,73893.31
1962-04,,67228.75
1962-05,,35661.35
1962-06,,61575.77
1962-07,,67042.30
1962-08,,30133.33
1962-09,,22689.26
1962-10,,36772.11
1962-11,,32519.48
1962-12,,32360.80
1963-01,,31408.72
1963-02,,30970.37
1963-03,,33217.68
1963-04,,14925.84
1963-05,,3181.53
1963-06,,36327.80
1963-07,,5176.94
1963-08,,14435.91
1963-09,,22719.01
1963-10,,24813.59
1963-11,,24877.06
1963-12,,25285.66
1964-01,,24946.48
1964-02,,29379.60
1964-03,,23984.48
1964-04,,20644.27
1964-05,,18456.47
1964-06,,29147.53
1964-07,,5758.10
1964-08,,9592.21
1964-09,,10101.97
1964-10,,16772.48
1964-11,,25551.45
1964-12,,29387.54
1965-01,,26705.84
1965-02,,30107.55
1965-03,,28832.16
1965-04,,18222.41
1965-05,,21951.39
1965-06,,325914.84
1965-07,,140870.16
1965-08,,91669.44
1965-09,,55970.40
1965-10,,85106.03
1965-11,,49408.98
1965-12,,48696.91
1966-01,,40877.95
1966-02,,31678.48
1966-03,,30000.44
1966-04,,13779.38
1966-05,,3814.27
1966-06,,12101.33
1966-07,,6438.44
1966-08,,9897.67
1966-09,,23117.69
1966-10,,23706.79
1966-11,,27757.10
1966-12,,32307.25
1967-01,,32723.78
1967-02,,27294.94
1967-03,,27832.47
1967-04,,20707.74
1967-05,,14402.19
1967-06,,143079.77
1967-07,,121519.13
1967-08,,15526.84
1967-09,,23286.29
1967-10,,30264.24
1967-11,,31855.01
1967-12,,34556.54
1968-01,,34854.06
1968-02,,31755.84
1968-03,,33733.38
1968-04,,26687.99
1968-05,,14191.94
1968-06,,32939.98
1968-07,,10839.83
1968-08,,21858.17
1968-09,,20878.32
1968-10,,36206.81
1968-11,,26648.32
1968-12,,31248.06
1969-01,,31015.99
1969-02,,24621.19
1969-03,,25295.58
1969-04,,13991.61
1969-05,,262496.38
1969-06,,373096.34
1969-07,,31551.54
1969-08,,12609.11
1969-09,,27453.62
1969-10,,82426.33
1969-11,,105224.67
1969-12,,83445.84
1970-01,,63702.09
1970-02,,45100.82
1970-03,,46737.21
1970-04,,116490.95
1970-05,,193173.06
1970-06,,340289.25
1970-07,,73956.78
1970-08,,29736.63
1970-09,,48845.67
1970-10,,56363.14
1970-11,,68119.34
1970-12,,67875.37
1971-01,,66467.09
1971-02,,52844.41
1971-03,,47512.76
1971-04,,96727.36
1971-05,,238000.17
1971-06,,128941.38
1971-07,,38602.88
1971-08,,20108.72
1971-09,,62428.68
1971-10,,51011.65
1971-11,,51325.05
1971-12,,51400.42
1972-01,,48972.61
1972-02,,44406.60
1972-03,,31462.28
1972-04,,20176.16
1972-05,,12436.54
1972-06,,78205.44
1972-07,,10960.82
1972-08,,24260.19
1972-09,,40913.66
1972-10,,29086.04
1972-11,,45422.15
1972-12,,43424.77
1973-01,,49262.21
1973-02,,45346.78
1973-03,,49551.80
1973-04,,76110.86
1973-05,,708188.81
1973-06,,393347.88
1973-07,,72855.94
1973-08,,24964.33
1973-09,,61516.27
1973-10,,70019.53
1973-11,,61607.51
1973-12,,50057.59
1974-01,,62753.97
1974-02,,57676.21
1974-03,,72250.97
1974-04,,81343.34
1974-05,,39755.29
1974-06,,92204.98
1974-07,,24777.88
1974-08,,27241.39
1974-09,,44979.83
1974-10,,48512.44
1974-11,,50849.01
1974-12,,43268.07
1975-01,,40421.75
1975-02,,34608.11
1975-03,,36617.39
1975-04,,38965.86
1975-05,,34310.58
1975-06,,144527.73
1975-07,,59032.93
1975-08,,39255.45
1975-09,,41038.61
1975-10,,42569.88
1975-11,,43121.29
1975-12,,44884.62
1976-01,,44902.47
1976-02,,42052.18
1976-03,,41943.09
1976-04,,23552.08
1976-05,,26065.17
1976-06,,16937.11
1976-07,,13473.92
1976-08,,35736.72
1976-09,,53681.45
1976-10,,45921.99
1976-11,,36970.46
1976-12,,41839.95
1977-01,,32027.57
1977-02,,30656.98
1977-03,,34328.43
1977-04,,23252.57
1977-05,,15433.61
1977-06,,6741.92
1977-07,,28092.31
1977-08,,19307.39
1977-09,,15389.98
1977-10,,25489.96
1977-11,,29026.54
1977-12,,37753.94
1978-01,,30932.68
1978-02,,29988.54
1978-03,,34364.14
1978-04,,21392.05
1978-05,,74436.79
1978-06,,111387.41
1978-07,,20636.33
1978-08,,20749.39
1978-09,,24111.43
1978-10,,40100.42
1978-11,,39910.00
1978-12,,37728.15
1979-01,,31555.50
1979-02,,32140.63
1979-03,,47143.83
1979-04,,43888.91
1979-05,,183194.08
1979-06,,452337.19
1979-07,,34616.04
1979-08,,77378.32
1979-09,,34306.62
1979-10,,49797.75
1979-11,,59042.84
1979-12,,56884.80
1980-01,,60082.20
1980-02,,71733.28
1980-03,,93303.84
1980-04,,169113.20
1980-05,,803317.50
1980-06,,331405.16
1980-07,,55472.54
1980-08,,34399.84
1980-09,,45753.39
1980-10,,38178.41
1980-11,,45906.13
1980-12,,47326.31
1981-01,,42573.84
1981-02,,35554.24
1981-03,,45931.91
1981-04,,26945.85
1981-05,,38862.71
1981-06,,47437.39
1981-07,,13757.56
1981-08,,18672.67
1981-09,,21957.35
1981-10,,33800.82
1981-11,,32487.75
1981-12,,34919.52
1982-01,,30904.91
1982-02,,32953.87
1982-03,,29088.03
1982-04,,8596.49
1982-05,,27037.09
1982-06,,66893.54
1982-07,,79101.98
1982-08,,37248.15
1982-09,,63910.36
1982-10,,61768.17
1982-11,,63247.86
1982-12,,64914.00
1983-01,,62581.41
1983-02,,46282.99
1983-03,,113868.77
1983-04,,231712.47
1983-05,,561925.56
1983-06,,863814.25
1983-07,,355641.56
1983-08,,133707.73
1983-09,,69176.55
1983-10,,58485.48
1983-11,,65917.66
1983-12,,75186.55
1984-01,,88166.58
1984-02,,94374.93
1984-03,,92728.63
1984-04,,196763.20
1984-05,,388785.84
1984-06,,247382.13
1984-07,,83211.79
1984-08,,171110.59
1984-09,,123734.70
1984-10,,208346.84
1984-11,,153820.42
1984-12,,82196.24
1985-01,,65804.59
1985-02,,60223.03
1985-03,,63394.64
1985-04,,57844.81
1985-05,,187282.08
1985-06,,125111.25
1985-07,,64481.60
1985-08,,35076.21
1985-09,,54716.83
1985-10,,58059.03
1985-11,,68541.83
1985-12,,69402.66
1986-01,,66582.13
1986-02,,55553.87
1986-03,,55914.86
1986-04,,123698.99
1986-05,,61478.58
1986-06,,252584.84
1986-07,,63527.54
1986-08,,38471.96
1986-09,,50585.20
1986-10,,61119.57
1986-11,,70255.57
1986-12,,64043.25
1987-01,,57214.06
1987-02,,52858.29
1987-03,,78665.61
1987-04,,85853.81
1987-05,,282708.25
1987-06,,123683.13
1987-07,,28108.18
1987-08,,35296.38
1987-09,,34911.58
1987-10,,38787.34
1987-11,,51953.82
1987-12,,48456.91
1988-01,,56442.48
1988-02,,61173.13
1988-03,,60837.91
1988-04,,54288.39
1988-05,,71979.23
1988-06,,59225.33
1988-07,,30996.15
1988-08,,36470.61
1988-09,,38095.10
1988-10,,27818.59
1988-11,,40524.89
1988-12,,48817.90
1989-01,,53861.94
1989-02,,58749.29
1989-03,,51715.80
1989-04,,20912.04
1989-05,,24734.24
1989-06,,51650.34
1989-07,,21090.55
1989-08,,29891.35
1989-09,,45384.46
1989-10,,39705.70
1989-11,,44364.95
1989-12,,41197.30
1990-01,,45338.84
1990-02,,38983.71
1990-03,,86653.16
1990-04,,72980.90
1990-05,,33634.21
1990-06,,57702.00
1990-07,,38579.07
1990-08,,32303.28
1990-09,,49123.36
1990-10,,46102.49
